Date	SBER	ALRS	GMKN	PLZL	RTKM	SNGS
2019-07-25	231.835	80.905	14575	6426.25	82.905	31.197499999999998
2019-07-26	232.12	81.54	14465	6418.25	82.41	31.04
2019-07-29	231.96	81.55	14462	6432.5	82.785	31.3325
2019-07-30	233.565	81.43	14418	6476.25	83.1	31.715
2019-07-31	235.33	81.46000000000001	14560	6480	82.595	31.322499999999998
2019-08-01	230.48000000000002	80.975	14505	6420	82.1	31.4375
2019-08-02	223.59	79.53999999999999	14397	6509.25	82.275	31.875
2019-08-05	221.725	78.535	14219	6718.75	81.565	31.8
2019-08-06	224.59	78.03999999999999	14363	6884.25	82.00999999999999	31.605
2019-08-07	224.75	77.22999999999999	14621	6903.5	82.05	31.677500000000002
2019-08-08	224.54000000000002	76.53	14989	6923.75	82.215	31.8025
2019-08-09	222.515	74.98	14985	6973.5	81.655	31.785
2019-08-12	221.365	75.41	14899	7044	81.565	31.91
2019-08-13	222.91	73.96000000000001	14995	7042.75	81.615	32.03
2019-08-14	220.425	71.64500000000001	14858	7100.25	81.59	31.875
2019-08-15	215.91	71.03	14854	7230.5	81.46000000000001	32.0625
2019-08-16	215.32999999999998	71.85	14833	7179.25	81.22	32.185
2019-08-19	216.13	72.625	14794	7159	78.495	32.1475
2019-08-20	217.38	71.1	14985	7284	81.41	31.97
2019-08-21	217.65	71.08	15120	7264.5	81.505	31.65
2019-08-22	218.875	71.345	15278	7185	81.11	31.365000000000002
2019-08-23	220.48000000000002	71.30000000000001	15470	7244.75	81.07	31.369999999999997
2019-08-26	218.08499999999998	71.225	15349	7402.25	80.875	31.3625
2019-08-27	217.33	71.63499999999999	15356	7537.75	80.975	31.615000000000002
2019-08-28	218.13	72.77000000000001	15409	7510.75	81.015	31.814999999999998
2019-08-29	219.775	73.64	15510	7554.25	80.92	31.96
2019-08-30	223.20499999999998	73.575	15886	7564.75	80.91	32.027499999999996
2019-09-02	225.625	74.46000000000001	16420	7611.25	80.69999999999999	33.0325
2019-09-03	224.15	74.72	16424	7599	80.64500000000001	36.66
2019-09-04	226.095	74.925	16472	7572.5	81.13499999999999	37.66
2019-09-05	229.645	75.565	16381	7476.25	76.825	36.845
2019-09-06	229.78	75.67	16257	7026	80.33500000000001	35.4
2019-09-09	229.24	75.46000000000001	16082	7379.75	80.41	35.33
2019-09-10	231.165	74.99000000000001	15903	7314	79.505	34.75
2019-09-11	234.26	75.095	15954	7332.25	79.185	35.85
2019-09-12	234.115	75.655	15932	7443.75	78.05000000000001	36.8
2019-09-13	233.45499999999998	76.025	15807	7511	78.765	37.567499999999995
2019-09-16	234.365	76.86500000000001	15682	7621.75	79.64500000000001	37.7025
2019-09-17	235.595	77.35	15837	7666	79.305	38.33
2019-09-18	235.45	77.31	15944	7760.25	79.125	38.1075
2019-09-19	234.305	76.765	16028	7735.5	78.975	37.925
2019-09-20	233.11	75.215	16018	7730	78.795	37.3525
2019-09-23	230.61	73.765	16222	7691.75	79.15	37.665
2019-09-24	229.55	73.195	16202	7692.25	79.13499999999999	37.5375
2019-09-25	226.8	72.425	16147	7775.5	78.59	36.89
2019-09-26	229.305	73.11	16336	7737	78.905	36.957499999999996
2019-09-27	229.005	73.065	16455	7646.25	78.78	36.83
2019-09-30	227.525	73.805	16576	7534.75	78.67	36.94
2019-10-01	228.025	74.43	16621	7496.75	79	37.705
2019-10-02	224.82999999999998	74.63	16646	7522.5	78.60499999999999	37.167500000000004
2019-10-03	224.125	75.68	16609	7479.75	78.87	36.6825
2019-10-04	223.965	74.765	15862	7516.25	78.91499999999999	36.68
2019-10-07	225.10500000000002	73.25	15998	7518.5	78.85	36.695
2019-10-08	226.66500000000002	71.83500000000001	15982	7611.25	78.64	36.925
2019-10-09	227.26	71.97	16135	7585.5	79.09	37.3125
2019-10-10	227.28	72.58	16095	7533.75	79.3	37.5225
2019-10-11	230.08499999999998	70.58	16094	7367.5	79.005	37.795
2019-10-14	229.245	69.82	15994	7216.75	79.015	37.7025
2019-10-15	228.44	68.8	15934	7163	78.65	37.47
2019-10-16	230.14999999999998	71.35499999999999	16108	7214.25	78.95	37.957499999999996
2019-10-17	232.01	73.21000000000001	16121	7222.25	79.75	37.805
2019-10-18	234.41500000000002	73.91499999999999	16182	7285.5	79.47	37.9075
2019-10-21	235.45999999999998	73.19	16248	7282.5	79.17	38.004999999999995
2019-10-22	237.385	72.57499999999999	16306	7187.5	79.535	38.165000000000006
2019-10-23	238.97	71.63	16458	7171	79.25	39.667500000000004
2019-10-24	240.92000000000002	71.235	16810	7209	79.03999999999999	39.5525
2019-10-25	240.31	70.58	17121	7234.25	78.69	39.9975
2019-10-28	238.79000000000002	70.455	17800	7354	79.065	38.8725
2019-10-29	238.1	71.255	17727	7322.5	79.075	38.645
2019-10-30	240.02499999999998	73.175	18011	7262	78.88499999999999	38.057500000000005
2019-10-31	238.005	74.49000000000001	18058	7494	78.62	37.7075
2019-11-01	234.77	74.785	17970	7510.5	78.58500000000001	37.8225
2019-11-05	238.83999999999997	74.895	18112	7446.5	79.275	38.1575
2019-11-06	237.77	74.745	18154	7489.5	79.305	38.042500000000004
2019-11-07	240.32999999999998	75.85499999999999	18520	7509.25	79.41	38.4075
2019-11-08	240.19	76.09	18600	7278.75	79.1	38.4975
2019-11-11	240.35500000000002	75.445	18316	7238.5	79.11	38.8125
2019-11-12	241.62	76.4	17809	7106.75	81.825	38.87
2019-11-13	237.69	77.01	17488	7114.75	84.31	38.295
2019-11-14	237.975	77.28999999999999	17500	7105	80.845	37.9475
2019-11-15	238.315	77.16499999999999	17588	7052.5	80.775	37.932500000000005
2019-11-18	238.79500000000002	76.57	17578	7004.25	80.595	37.58
2019-11-19	238.51	75.61	17424	7008.5	80.88999999999999	37.65
2019-11-20	238.64999999999998	75.99000000000001	17514	7060.5	80.44999999999999	37.415
2019-11-21	236.9	76.475	17623	6931.75	80.08	37.4725
2019-11-22	238.36	77.175	17586	6881.5	80.245	37.425
2019-11-25	238.48000000000002	77.95	17414	6852.5	80.10499999999999	37.322500000000005
2019-11-26	236.225	77.78	17351	6728	80.755	36.9775
2019-11-27	234.98	77.35	17213	6789.5	80.91	36.605000000000004
2019-11-28	234.3	76.93	16889	6834.75	80.88499999999999	36.412499999999994
2019-11-29	233.555	77.5	17076	6858.25	80.32	36.1425
2019-12-02	234.685	77.625	17075	6912	80.37	35.9425
2019-12-03	232.095	76.53999999999999	17263	6921.5	79.56	35.3625
2019-12-04	230.87	75.905	17323	6990.5	79.92500000000001	35.3475
2019-12-05	230.59	76.2	17447	6911.5	80.42	35.4
2019-12-06	233.345	76.475	17842	6835.25	80.475	36.155
2019-12-09	235.9	77.96	18237	6771.25	80.47	37.15
2019-12-10	237.64499999999998	80.535	18251	6796.25	80.22	36.875
2019-12-11	239.46499999999997	80.965	18544	6992.75	80.35499999999999	36.92
2019-12-12	241.195	81.33500000000001	18911	7172.5	80.225	37.3675
2019-12-13	242.175	80.45	19217	7042.75	79.99	37.475
2019-12-16	241.305	80.48500000000001	19698	7025.75	79.9	37.0875
2019-12-17	241.98000000000002	81.16499999999999	19604	6968	79.75999999999999	37.3
2019-12-18	243.305	81.74	19424	6935	80.08	37.287499999999994
2019-12-19	245.75	83.06	19725	6912	79.715	37.155
2019-12-20	244.56	84.57499999999999	19842	6839.5	79.63	37.41
